SRR5961980_T1	SRR5961981_T1	SRR5961982_T1	SRR5962008_T1	SRR5962009_T1	SRR5962010_T1
ENSG00000205581	48.99997684	32.000012	33.999993	72.999945993939	78.98742013142	61.8712
ENSG00000205592	1	3	0	1	1.999995	0
ENSG00000205593	29.15596	24.05331	23.06086	18.18252	9.09162	18.6810984
ENSG00000205609	33.0449414	0.0062245	24.921596835	1.62722e-08	15.44390627	0
ENSG00000205611	6.999998	3.000001	1	4	6.9999972	1.999998
ENSG00000205622	0	3.999996	2	0	1	1
ENSG00000205628	0	0	0	0	0	1
ENSG00000205629	35.99998	22.99997	32.99998	29.999979	35.99996	34.999984
ENSG00000205632	0	1	2	4	1	3
ENSG00000205634	0	2	1	0	0	0
ENSG00000205636	0	0	0	0	0	0
ENSG00000205639	0	0	0	1	1	1.06711
ENSG00000205642	0	0	0	0	0	0
ENSG00000205643	4	1	1	1	1	1.999998
ENSG00000205649	1.29992	0	0	2.35757	2	1.91456
ENSG00000205653	0	0	0	0	0	0
ENSG00000205659	38.751618	13.18852	18.262	19.49746	19.69582	19.36346
ENSG00000205667	0	0	0	0	0	0
ENSG00000205669	1	2	0	2	2	0
ENSG00000205670	30.005	33.12344	18.00002	32.01394	37.99998	36.00619
ENSG00000205678	2.000002	0	0	0	0	0
ENSG00000205682	3.62522	2.02038	1.03793	3.17182	6.53977	2.62521
ENSG00000205683	31.03089	13.004233	21.121235907	23.0228687698	26.039729	27.02034
ENSG00000205693	0	0	0	0	1	1
ENSG00000205696	2	1	0	2	0	2
ENSG00000205702	1	2.000002	1	8.51441	1.1629	3.21985
ENSG00000205704	5	2	7	5	4	4
ENSG00000205707	35.99998	36.99996174376	17.00000496	29.99996092	33.99999992	32.99996951
ENSG00000205710	4.72154	5	3	4	0	3
ENSG00000205718	0	0	0	0	0	0
ENSG00000205726	623.01242	328.53541	471.0002520807	431.005789026146	352.229638667615	395.13505312952
ENSG00000205730	9.19951	16	13.68127	18.0897	13.0041	20.0181
ENSG00000205740	1.00188	0	1	3.02	2.00582	0
ENSG00000205744	0	0	0	1.00000041966	0	0.99999992768
ENSG00000205745	0	0	0	0	0	0
ENSG00000205755	0	0	0	0	1	0
ENSG00000205758	90.000069	42.0000087524224	42.0000110960429	72.99998	52.26504	59.884265
ENSG00000205765	105.00036	56	76	58.99997	64.99996	89.00004
ENSG00000205777	0	0	0	0	0	1.09716
ENSG00000205784	0	1	1	0	0	0
ENSG00000205786	1.0008	0	0	1.6644	0	0
ENSG00000205790	0	0	1	0	0	0
ENSG00000205791	6.43426	6.31974	3.08097	9.12718	8.41841	10.1063
ENSG00000205795	9	2	3	0	1	1
ENSG00000205808	20	17	10	20	12	21
ENSG00000205809	0	0	0	0	0.121327	1.54181
ENSG00000205810	4	4	1	4	2.0206664	0
ENSG00000205830	0	0	0	0	0	0
ENSG00000205832	2	1	1	1	1	0
ENSG00000205835	1	0	2.000004	0	2	2
ENSG00000205837	0	0	0	0	0	2
ENSG00000205838	5	1	6	9	12	9.04790148
ENSG00000205846	0	0	0	0	0	0
ENSG00000205853	0	0	3.3618	2.055798	1	3.66464
ENSG00000205856	1	0	0	0.547458	0	0
ENSG00000205857	0	0	0	0	0	0
ENSG00000205858	1	0	0	0	0	0
ENSG00000205861	0	0	0	0	0	0
ENSG00000205863	0	0	0	0	0	0
ENSG00000205864	0	0	0	0	0	0
ENSG00000205865	0	0	0	0	0	0
ENSG00000205866	0	0	0	0	0	0
ENSG00000205867	0	0.0423066	0	2.75373	0	0.968259
ENSG00000205869	0	0	1	0	1	1
ENSG00000205882	0	1	0	0	0	0
ENSG00000205883	0	0	0	0	0	0
ENSG00000205884	0	0	0	0	0	0
ENSG00000205885	1.00023	2	1	3	2.999999	3
ENSG00000205890	0	0	0	0	0	0
ENSG00000205899	0	1	0	0	0	0
ENSG00000205903	12.41452	7.000004	15.01315	11.00452	9.076639	6
ENSG00000205913	3.000179	0	1	1	2.00024	0
ENSG00000205916	0	0	0	0	0	0
ENSG00000205922	0	1.00142	0	1.0058	0	0
ENSG00000205923	2.999996	0	1	2.75663	1	0
ENSG00000205927	15.99998	8	14	11	11	12
ENSG00000205929	1.03791	1.00969	6.114	0	6.32891	1.12125
ENSG00000205930	2	5	1	6	9	11.01104
ENSG00000205937	109.2945455913	98.14286239	77.1374287285	57.91725	56.5419561	62.68739
ENSG00000205944	0	0	0	0	0	0
ENSG00000205959	3.018453	1	1.00623	2	3.026436	5.14135
ENSG00000205971	0	0	0	0	0	0
ENSG00000205978	2	4	6.000002	2	8.999998	3
ENSG00000205981	97.000004	33.99998	47.999945	64.9055017	56	47.9999359
ENSG00000206013	0	0	0	0	0	0
ENSG00000206026	0	0	0	0	0	0
ENSG00000206028	0	0	0	0	1.90152	0
ENSG00000206043	0	0	0	0	0	0
ENSG00000206047	0	0	0	0	0	0
ENSG00000206052	358.13714	304.82841	212.30057	191.79636	191.96337	161.50706
ENSG00000206053	11.999978	9.00006	6.00011	6.000003	12.000099	10.999964
ENSG00000206062	0	0	1	0	0	1
ENSG00000206069	0	0	2	0	0	1
ENSG00000206072	0	0	0	0	0	0
ENSG00000206073	0	0	0	0	0	0
ENSG00000206075	0	0	1	0	0	2
ENSG00000206077	17.87854	6.64985	15	21.54268	34.85344	35.17315
ENSG00000206102	0	0	0	0	0	0
ENSG00000206104	0	0	0	0	0	0
ENSG00000206105	0	0	0	0	0	0
ENSG00000206106	0	0	0	0	0	0
ENSG00000206107	0	0	0	0	0	0
ENSG00000206113	1	0	0	0	0	0
ENSG00000206127	2.21805	8.2376	5.60452	20.78692	8.96112	17.5892
ENSG00000206129	0	0	0	0	0.636016	0
ENSG00000206140	6.84959	6.57508	3.015155	4.76926e-05	0	0
ENSG00000206142	0	1.03579	0	1.01773	0	0
ENSG00000206150	0	0	0	0	0	0
ENSG00000206172	3.25204	0	0.0752727	0.261748	2	0
ENSG00000206177	0	0	0	0	0	0
ENSG00000206181	2	1	0	1	0	2
ENSG00000206187	4	2	1	0	0	1
ENSG00000206190	16.00465	18.999995	3.000003	13.999995	14.000002	33
ENSG00000206195	26.86112	12.59746	6.13805	1.01027	4.000003	4.00923
ENSG00000206199	3.07002	0	0	0	4	5
ENSG00000206203	0	2.52127	0	0	0	0
ENSG00000206249	0	0	0	2.72928	0	0
ENSG00000206260	0	0	0	0	0	0
ENSG00000206262	0	0	0	1.06356	1.4481	1.00759
ENSG00000206337	5.05611	9	2.01805	7.66678	5.000519	6.41821
ENSG00000206344	3	0	3.000002	1	4	2.999999
ENSG00000206384	3	4	6	7.999995	10	6
ENSG00000206417	4.06658	1.52097	0	1.21655	1	1.02284
ENSG00000206418	205.002	103.68117	105.88802	110.47702	88.05628	95.74617
ENSG00000206422	0	0	0	0	0	0
ENSG00000206432	48.1345936	33.5373106	32.000035	3.9999953	5.9999958	9.2247100116729
ENSG00000206474	0	0	0	0	0	0
ENSG00000206503	75.0046	40.41496	31.56903	51.70856	59.15835	51.0395
ENSG00000206527	116.948	92.9059	95.538011	162.11192	135.78003	214.95159
ENSG00000206530	40.98933	27.40676273	34.0386130952325	34.277413	33.00093	40.776682
ENSG00000206531	0	0	0	0	0	0.345836
ENSG00000206535	49	17	27	34.00004072	18	24
ENSG00000206536	0	0	0	0	0	0
ENSG00000206538	2	1	2	7.37506	2	13
ENSG00000206549	0	1	0	0	0	0
ENSG00000206552	0	0	1	0	0	0
ENSG00000206557	11	6	4	20	18	14
ENSG00000206559	13.8456	11.31872	13.74947	10.49473	15.7677553	10.24286
ENSG00000206560	222.000384	158.0001	139.99999459751	173.00046274272	196.87099566461	262.92995
ENSG00000206561	8.0495835	7.976117	5	10.65402355618	12.24726	11.589295
ENSG00000206562	47.79587	26.088077	26.270034	23.08846	40.25866	47.81493
ENSG00000206567	4.40224	2.31295	4.162592	1	3.74839	0
ENSG00000206573	29.0279310201365	23.1360780194774	25.0199046	42.018978	24.021177	56.1193546543945
ENSG00000206579	155.46267	156.64473	148.9811	99.75328	83.0947	81.69638
ENSG00000207751	0	0	1	0	0	0
ENSG00000207955	3	0	4	1	1	1
ENSG00000211445	18	14.999998	22.999959	25	19	23.99999
ENSG00000211448	206.9998	261.00019	172.00044	67.99998	64.000074	94.00003
ENSG00000211450	26.06744	11.99998	10.578475	21.999996	6.9999993	23.9999999732
ENSG00000211452	0	0	1	0	0	2
ENSG00000211454	2	0	0	2.09564	3	1
ENSG00000211455	151.000481	80.00004	114.000356	83.999979197	67.999988	91.00002
ENSG00000211456	179.000147	87.00005	99.99996	85.9999090209103	90.00009149	106.99994
ENSG00000211460	174.99992	88.99993	89.99998	112.00004	87.00003	99.000013
ENSG00000211584	57.0334	23	48	26.2628	16.03808	37.43755
ENSG00000211592	0	0	1	1	0	0
ENSG00000211593	0	0	0	0	0	0
ENSG00000211594	0	0	0	0	0	0
ENSG00000211595	0	0	0	0	0	0
ENSG00000211596	0	0	0	0	0	0
ENSG00000211597	0	0	0	0	0	0
ENSG00000211598	0	0	0	0	0	0
ENSG00000211599	0	0	0	0	0	0
ENSG00000211611	0	0	0	0	0	0
ENSG00000211623	0	0	0	0	0	0
ENSG00000211625	0	0	0	0	0	0
ENSG00000211626	0	0	0	0	0	0
ENSG00000211632	0	0	0	0	0	0
ENSG00000211633	0	0	0	0	0	0
ENSG00000211637	0	0	0	0	0	0
ENSG00000211638	0	0	0	0	0	0
ENSG00000211639	0	0	0	0	0	0
ENSG00000211640	0	0	0	0	0	0
ENSG00000211641	0	0	0	0	0	0
ENSG00000211642	0	0	0	0	0	0
ENSG00000211643	0	0	1	0	0	0
ENSG00000211644	0	0	0	0	0	0
ENSG00000211645	0	0	0	1	0	0
ENSG00000211647	0	0	0	0	0	0
ENSG00000211648	0	0	0	0	0	0
ENSG00000211649	0	0	0	0	0	0
ENSG00000211650	0	0	0	0	0	0
ENSG00000211651	0	0	0	0	0	0
ENSG00000211652	0	0	0	0	0	0
ENSG00000211653	0	0	0	0	0	0
ENSG00000211654	0	0	0	0	0	0
ENSG00000211655	0	0	0	0	0	0
ENSG00000211656	0	0	0	0	0	0
ENSG00000211657	0	0	0	0	0	0
ENSG00000211658	0	0	0	0	0	0
ENSG00000211659	0	0	0	0	0	0
ENSG00000211660	0	0	0	0	0	0
ENSG00000211661	0	0	0	0	0	0
ENSG00000211662	0	0	0	0	0	0
ENSG00000211663	0	0	0	0	0	0
ENSG00000211664	0	0	0	0	0	0
ENSG00000211665	0	0	0	0	0	0
ENSG00000211666	0	0	0	0	0	0
ENSG00000211667	0	0	0	0	0	0
ENSG00000211668	0	0	0	0	0	0
ENSG00000211669	0	0	0	0	0	0
ENSG00000211670	0	0	0	0	0	0
ENSG00000211672	0	0	0	0	0	0
ENSG00000211673	0	0	0	0	0	0
ENSG00000211674	0	0	0	0	0	0
ENSG00000211675	0	0	0	0	0	0
ENSG00000211676	0	0	0	0	0	0
ENSG00000211677	0	0	0	0	0	0
ENSG00000211678	0	0	0	0	0	0
ENSG00000211679	0	0	0	0	0	0
ENSG00000211680	0	0	0	0	0	0
ENSG00000211681	0	0	0	0	0	0
ENSG00000211682	0	0	0	0	0	0
ENSG00000211683	0	1	1.52923	0	0	1.2484
ENSG00000211684	0	0	0	0	0	0
ENSG00000211685	0	0	0	0	0	0
ENSG00000211687	0	0	0	0	0	0
ENSG00000211688	0	0	0	0	0	0
ENSG00000211689	2.99912	0	0	0	0	0
ENSG00000211690	0	0	0	0	0	0
ENSG00000211691	0	0	0	0	0	0
ENSG00000211692	0	0	0	0	0	0
ENSG00000211693	0	0	0	0	0	0
ENSG00000211694	0	0	0	0	0	0
ENSG00000211695	0	1	0	0	0	0
ENSG00000211696	0	0	0	0	0	0
ENSG00000211697	0	0	0	0	0	0
ENSG00000211698	0	0	0	0	0	0
ENSG00000211699	0	0	0	0	0	0
ENSG00000211701	0	0	0	0	0	0
ENSG00000211706	0	0	0	0	0	0
ENSG00000211707	0	0	0	0	0	0
ENSG00000211710	0	0	0	0	0	0
ENSG00000211713	0	0	0	0	0	0
ENSG00000211714	0	0	0	0	0	0
ENSG00000211715	0	0	0	0	0	0
ENSG00000211716	0	0	0	0	0	0
ENSG00000211717	0	0	0	0	0	0
ENSG00000211720	0	0	0	0	0	0
ENSG00000211721	0	0	0	0	0	0
ENSG00000211724	0	0	0	0	0	0
ENSG00000211725	0	0	0	0	0	0
ENSG00000211727	0	0	0	0	0	0
ENSG00000211728	0	0	0	0	0	0
ENSG00000211731	0	0	0	1	0	0
ENSG00000211734	0	0	0	0	0	0
ENSG00000211739	0	0	0	0	0	0
ENSG00000211745	0	0	0	0	0	0
ENSG00000211746	0	0	0	0	0	0
ENSG00000211747	0	0	0	0	0	0
ENSG00000211749	0	0	0	0	0	0
ENSG00000211750	0	0	0	2	2	1
ENSG00000211751	1	0	0	1	0	0
ENSG00000211752	0	0	0	0	0	0
ENSG00000211753	0	0	0	0	0	0
ENSG00000211764	0	0	0	0	0	0
ENSG00000211765	0	0	0	0	0	0
ENSG00000211766	0	0	0	0	0	0
ENSG00000211767	0	0	0	0	0	0
ENSG00000211768	0	0	0	0	0	0
ENSG00000211769	0	0	0	0	0	0
ENSG00000211770	0	0	0	0	0	0
ENSG00000211771	0	0	0	0	0	0
ENSG00000211772	7	2	2	0	0	0
ENSG00000211776	0	0	0	0	0	0
ENSG00000211777	0	0	0	0	0	0
ENSG00000211778	0	0	0	0	0	0
ENSG00000211779	0	0	0	0	0	0
ENSG00000211780	0	0	0	0	0	0
ENSG00000211781	0	0	0	0	0	0
ENSG00000211782	0	0	1	0	0	0
ENSG00000211783	0	0	0	0	0	0
ENSG00000211784	0	0	0	0	0	0
ENSG00000211785	0	0	0	0	0	0
ENSG00000211786	0	0	0	0	0	0
ENSG00000211787	0	0	0	0	0	0
ENSG00000211788	0	0	0	0	0	0
ENSG00000211789	0	0	0	0	0	0
ENSG00000211790	0	0	0	0	0	0
ENSG00000211791	0	0	0	0	0	0
ENSG00000211792	0	0	0	0	0	0
ENSG00000211793	0	0	0	0	0	0
ENSG00000211794	0	0	0	0	0	0
ENSG00000211795	0	0	0	0	0	0
ENSG00000211796	0	0	0	0	0	0
ENSG00000211797	0	0	0	0	0	0
ENSG00000211798	0	0	0	0	0	0
ENSG00000211799	0	0	0	0	0	0
ENSG00000211800	0	0	0	0	0	0
ENSG00000211801	0	0	0	0	0	0
ENSG00000211802	0	0	0	0	0	0
ENSG00000211803	0	0	0	0	0	0
ENSG00000211804	0	0	0	0	0	0
ENSG00000211805	0	0	0	0	0	0
ENSG00000211806	0	0	0	0	0	0
ENSG00000211807	0	0	0	0	0	0
ENSG00000211808	0	0	0	0	0	0
ENSG00000211809	0	0	0	0	0	0
ENSG00000211810	0	0	0	0	0	0
ENSG00000211812	0	0	0	0	0	0
ENSG00000211813	0	0	0	0	0	0
ENSG00000211814	0	0	0	0	0	0
ENSG00000211815	0	0	0	0	0	0
ENSG00000211816	0	0	0	0	0	0
ENSG00000211817	0	0	0	0	0	0
ENSG00000211818	0	0	0	0	0	0
ENSG00000211819	0	0	0	0	0	0
ENSG00000211820	0	0	0	0	0	0
ENSG00000211821	0	0	0	0	0	0
ENSG00000211825	0	0	0	0	0	0
ENSG00000211826	0	0	0	0	0	0
ENSG00000211827	0	0	0	0	0	0
ENSG00000211828	0	0	0	0	0	0
ENSG00000211829	2	0	0	0	0	0
ENSG00000211831	0	0	0	0	0	0
ENSG00000211832	0	0	0	0	0	0
ENSG00000211833	0	0	0	0	0	0
ENSG00000211834	0	0	0	0	0	0
ENSG00000211835	0	0	0	0	0	0
ENSG00000211836	0	0	0	0	0	0
ENSG00000211837	0	0	0	0	0	0
ENSG00000211838	0	0	0	0	0	0
ENSG00000211839	0	0	0	0	0	0
ENSG00000211840	0	0	0	0	0	0
ENSG00000211841	0	0	0	0	0	0
ENSG00000211842	0	0	0	0	0	0
ENSG00000211843	0	0	0	0	0	0
ENSG00000211844	0	0	0	0	0	0
ENSG00000211845	0	0	0	0	0	0
ENSG00000211846	0	0	0	0	0	0
ENSG00000211847	0	0	0	0	0	0
ENSG00000211848	0	0	0	0	0	0
ENSG00000211849	0	0	0	0	0	0
ENSG00000211850	0	0	0	0	0	1
ENSG00000211851	0	0	0	0	0	0
ENSG00000211854	0	0	0	0	0	0
ENSG00000211855	0	0	0	0	0	0
ENSG00000211856	0	0	0	0	0	0
ENSG00000211857	0	0	0	0	0	0
ENSG00000211858	0	0	0	0	0	0
ENSG00000211859	0	0	0	0	0	0
ENSG00000211860	0	0	0	0	0	0
ENSG00000211861	0	0	0	0	0	0
ENSG00000211862	0	0	0	0	0	0
ENSG00000211863	0	0	0	0	0	0
ENSG00000211864	0	0	0	0	0	0
ENSG00000211865	0	0	0	1	0	1
ENSG00000211866	0	0	0	0	0	0
ENSG00000211867	0	0	0	0	0	0
ENSG00000211868	0	0	0	0	0	0
ENSG00000211869	0	0	0	0	0	0
ENSG00000211870	0	0	0	0	0	0
ENSG00000211871	0	0	0	0	0	0
ENSG00000211872	0	0	0	0	0	0
ENSG00000211873	0	0	0	0	0	0
ENSG00000211875	0	0	0	0	0	0
ENSG00000211876	0	0	0	0	0	0
ENSG00000211877	0	0	0	0	0	0
ENSG00000211878	0	0	0	0	0	0
ENSG00000211879	0	0	0	0	0	0
ENSG00000211880	0	0	0	0	0	0
ENSG00000211881	0	0	0	0	0	0
ENSG00000211882	0	0	0	0	1	0
ENSG00000211883	0	0	0	0	0	1
ENSG00000211884	0	0	0	0	0	0
ENSG00000211885	0	0	0	0	0	0
ENSG00000211886	0	0	0	0	0	0
ENSG00000211887	0	0	0	0	0	0
ENSG00000211888	0	0	0	0	0	0
ENSG00000211890	0	0	0	0	0	0
ENSG00000211891	0	0	0	0	0	0
ENSG00000211892	0	0.208321	0	0	0	0
ENSG00000211893	0	0.791666	0	0	0	0
ENSG00000211895	0	0	0	0	0	0
ENSG00000211896	0	1.22554e-05	0	0	0	0
ENSG00000211897	0	0	0	0	0	0
ENSG00000211898	0	0	0	0	0	0
ENSG00000211899	0	0	0	1	0	0
ENSG00000211900	0	0	0	0	0	0
ENSG00000211904	0	0	0	0	0	0
ENSG00000211905	0	0	0	0	0	0
ENSG00000211907	0	0	0	0	0	0
ENSG00000211909	0	0	0	0	0	0
ENSG00000211911	0	0	0	0	0	0
ENSG00000211912	0	0	0	0	0	0
ENSG00000211914	0	0	0	0	0	0
ENSG00000211915	0	0	0	0	0	0
ENSG00000211917	0	0	0	0	0	0
ENSG00000211918	0	0	0	0	0	0
ENSG00000211920	0	0	0	0	0	0
ENSG00000211921	0	0	0	0	0	0
ENSG00000211923	0	0	0	0	0	0
ENSG00000211924	0	0	0	0	0	0
ENSG00000211925	0	0	0	0	0	0
ENSG00000211928	0	0	0	0	0	0
ENSG00000211930	0	0	0	0	0	0
ENSG00000211931	0	0	0	0	0	0
ENSG00000211933	0	0	0	0	0	0
ENSG00000211934	0	0	0	0	0	0
ENSG00000211935	0	0	0	0	0	0
ENSG00000211937	0	0	0	0	0	0
ENSG00000211938	0	0	0	0	0	0
ENSG00000211941	0	0	0	0	0	0
ENSG00000211942	0	0	0	0	0	0
ENSG00000211943	0	0	0	0	0	0
ENSG00000211944	0	0	0	0	0	0
ENSG00000211945	0	0	0	0	0	0
ENSG00000211946	0	0	0	0	0	0
ENSG00000211947	0	0	0	0	0	0
ENSG00000211949	0	0	0	0	0	0
ENSG00000211950	0	0	0	0	0	0
ENSG00000211951	0	0	0	0	0	0
ENSG00000211952	0	0	0	0	0	0
ENSG00000211955	0	0	0	0	0	0
ENSG00000211956	0	0	0	0	0	0
ENSG00000211957	0	0	0	0	0	0
ENSG00000211958	0	0	0	0	0	0
ENSG00000211959	0	0	0	0	0	0
ENSG00000211961	0	0	0	0	0	0
ENSG00000211962	0	0	0	0	0	0
ENSG00000211964	0	0	0	0	0	0
ENSG00000211965	0	0	0	0	0	0
ENSG00000211966	0	0	0	0	0	0
ENSG00000211967	0	0	0	0	0	0
ENSG00000211968	0	0	0	0	0	0
ENSG00000211970	0	0	0	0	0	0
ENSG00000211972	0	0	0	0	0	0
ENSG00000211973	0	0	0	0	0	0
ENSG00000211974	0	0	0	0	0	0
ENSG00000211976	0	0	0	0	0	0
ENSG00000211978	0	0	0	0	0	0
ENSG00000211979	0	0	0	0	0	0
ENSG00000212122	0	0	0	0	0	0
ENSG00000212123	0	0	0	1	0	2
ENSG00000212124	2	3	0	7	5	2
ENSG00000212126	3	1	1	2	1	2
ENSG00000212127	9.88097	3	6.02255	11	6.5623	16
ENSG00000212128	4	2	6	5	13	6
ENSG00000212657	0	0	0	0	0	0
ENSG00000212658	0	0	0	0	0	0
ENSG00000212659	0	0	0	0	0	0
ENSG00000212663	0	0	0	0	0.370286	0
ENSG00000212694	7.98667	8.132538	3.47592	7.931014	9.117383	9.81276
ENSG00000212710	0	0	0	0	0	0
ENSG00000212719	132.084507021336	81.032275350327	99.24059	66.03177	61.3358522086705	52.04251
ENSG00000212721	0	0	0	0	0	0
ENSG00000212722	0	0	0	0	0	0
ENSG00000212724	0	0	0	0	0	0
ENSG00000212725	0	0	0	0	0	0
ENSG00000212743	1.0487	3.15207	5	4.35406	9.1423	7.08604
ENSG00000212747	2	2	1.03035	4.18169	7	3
ENSG00000212766	1	1	0	0	1	1
ENSG00000212807	0	2	3.10223	0	0	1.3226e-06
ENSG00000212855	0	0	0	0	0	0
ENSG00000212856	0	0	0	0	0	0
ENSG00000212864	3	1	4	3	0	1
ENSG00000212899	0	0	0	0	0	0
ENSG00000212900	0	0	0	0	0	0
ENSG00000212901	0	0	0	0	0	0
ENSG00000212907	87	71	79	116	85	97
ENSG00000212916	17	6	10	14	12	14
ENSG00000212930	0	0	0	0	0	0
ENSG00000212933	0	0	0	0	0	0
ENSG00000212935	0	0	0	0	0	0
ENSG00000212938	0	0	0	0	0	0
ENSG00000212939	1.08227	0	1.11038	1.00196	0	0
ENSG00000212978	10.02058	8.00000048	6	5	7	6.01112
ENSG00000212993	0	0	0	0	0	1.29942
ENSG00000213015	7	4	2.999997	4	0	4
ENSG00000213020	39.38644	18.8737	23.157631	48.874536152	38.34960382	42.850680472
ENSG00000213022	0	0	0	0	0	0
ENSG00000213023	10.80242	6	10.419	1	1	3.242243
ENSG00000213024	24.81470778822	25.176024595	23.064375	23.6854974141145	19.42053	20.417560988819
ENSG00000213030	0	0	0	0	0	0
ENSG00000213047	86.00002	41.999928	42	157.9999	108.000045	146.0341856
ENSG00000213057	0	1	1.0138	3.00546	2.03207	2.01341
ENSG00000213062	25.5865	24.0457	36.3439	46.2034	29.7551	39.7968
ENSG00000213064	70.121	40.632	35.40906	129.41363	152.692261	141.54379
ENSG00000213066	62.890346966704	51.8207400803576	52.561508	109.471734277321	112.003300372923	91.08836
ENSG00000213079	224.567	125.9299992	168.9063	197.0175644	159.00002	232.36209
ENSG00000213085	2	0	0	2	0	1
ENSG00000213088	3	2.999998	3	1	1	0
ENSG00000213096	106.8285	68.55764	70.72222222	83.74898	98.2150410931	98.272888966
ENSG00000213121	7.21698	4.91915	8.598	34.0417	33.1751	34.1484
ENSG00000213123	24.99997	3	3	11	16.99998	15.99996
ENSG00000213139	4.0004	1	0	2	2	3
ENSG00000213145	1	0	0	0	0	0
ENSG00000213160	138.014809	83.8583	52.51605	64.7606	53.7892	73.54146
ENSG00000213171	1	0	0	0	0	0
ENSG00000213185	2	0	1	0	1	0
ENSG00000213186	17.83282	5.48842	11.555779	8.74502	12.66191	22.9381
ENSG00000213190	404	202	231	85	71	89
ENSG00000213199	3	1	0	2.000001	5	2
ENSG00000213203	2	1.00186	1.2562	5.11305	3.02781	4.45627
ENSG00000213204	14.73073	15.2578	7.14168	6.33613	9.14067	10.6122
ENSG00000213213	3.359111	3	2.06416	1	3.45123	0
ENSG00000213214	0	0	1	5.57593	1.61228	5
ENSG00000213215	0	0	0	0	1.999999	0
ENSG00000213218	0	0	0	0	0	0
ENSG00000213221	5	3	1	0	2	0
ENSG00000213231	0	0	0	0	0	0
ENSG00000213246	61.55103	46.000009523	31.99997	30.4700000285363	36.999965	37.632783
ENSG00000213265	0	0	0	0	0	1.01352
ENSG00000213279	1.08382	0	1	0	0	0
ENSG00000213281	114	53	62	60	48	43
ENSG00000213297	9.30042	11.25105	4.18835	9	2.69688	0
ENSG00000213316	0	0	1	0	0	0
ENSG00000213337	12.69049	3	12.87731	13.26399	17.01934	14.19541
ENSG00000213339	9.0074	5.018587	9.013625	14.24674	9	12.114976
ENSG00000213341	61.00001	32.99997	43.00004	70.99996	51.00003	68.00004
ENSG00000213347	2.96603	3.999996	1.40719	1.29607	1.44329	2.451443
ENSG00000213366	14.56682	15.09885	14.61872	48.824152	50.76694	38.13106
ENSG00000213373	0	0	0	0	0	0
ENSG00000213380	26.83277	10.97563	24.25508	25.64341	19.7691	29.001941
ENSG00000213390	13.9999998704	6.70719738068	10.500203493	12.845472	13.983781861676	8.9509955
ENSG00000213397	23.99998	12.999995	6	16.999997	8	19.00003
ENSG00000213398	2	2	2	2	3	2.000003
ENSG00000213401	0	0	0	0	0	0
ENSG00000213402	0	1	0.561433	0	0	0
ENSG00000213413	2	0	1.54974	1.37473	1.39697	7
ENSG00000213416	0	0	0	0	0	0
ENSG00000213417	0	0	0	0	0	0
ENSG00000213420	0	1	0	1	1	0
ENSG00000213424	125.10435	54.62906	76.71207	90.05555	49.701139	52.41884
ENSG00000213439	0	0	0	0	0	0
ENSG00000213445	7.000003	2.000003	5.000004	5	4.999996	6
ENSG00000213462	29.70498	13	9.7807	15.94424	16.6876	38.51485
ENSG00000213463	150.9972	97.60891	95.412086	110.2548	108.44355	153.8774
ENSG00000213465	66.01755	21.25341	26.90413	44.916	39	39.7021296
ENSG00000213468	5	0	2	3.01968	5.20584	4.00925
ENSG00000213471	0	0	0	1.79753	2	1
ENSG00000213512	0	1	0	0	0	0
ENSG00000213516	76.97285052	49.75268529	45.1406	42.34153806	50.73501901	61.3371
ENSG00000213523	13.9999931372	16.00004	19.99998	14	13	6
ENSG00000213533	18.0346	6.2317	14.000051	13.9999541	16.6344	11.999995
ENSG00000213551	46.6922	23.41648	37.2458	32.31066	29.79198	28.4834
ENSG00000213563	8	2.000004	2	1	1	5
ENSG00000213578	7	6	10.4481	0	0	1.27888
ENSG00000213585	550.00026	283.99961	287.0003	283.00035	226.000440061037	296.00092
ENSG00000213588	7.00000412058	5	2	2.000005	6	4
ENSG00000213593	130.18774	47.33054	80.91358	57.57386	61.999956641	57.86292
ENSG00000213599	3.4135860251331	3.61749	1.09371	6.45585	4.52507	3.19258
ENSG00000213600	0	0	0	0	0	0
ENSG00000213614	26.98559	30.249385	29.08435110122	41.950923	51.49222	34.237153
ENSG00000213619	61	38.596956	35.05417	57.8658400333244	35.22541	41.2252
ENSG00000213625	31.0316700205489	31.0511700292975	33.83481	38.5219700844092	51.281377471	54.8995100839489
ENSG00000213626	41.99997	23.99998	15	9	8	5.999995
ENSG00000213638	0	0	0	0	0	0
ENSG00000213639	775.94582	458.71444	529.00375674	692.065819	710.29732	802.27909
ENSG00000213648	1.28706	0.76473	0	0.748907	4.45256	0
ENSG00000213654	2	1	0	0	3	2
ENSG00000213658	0	0	0	1	0	2.87016307906
ENSG00000213672	49.99997707188	26.0000033	32.000004109	17.000043	23.0000000538793	12.000000023601
ENSG00000213676	20.99651	17	16.12547	15.96082	19.10506	19.15422
ENSG00000213689	5.256803	3	2	0	0	1
ENSG00000213694	14.4263	15.804	10.43037	19.294526	12.0322	17.1925
ENSG00000213699	26.2273	16.34218	18.41362	15.3899	10.0747	18.3352000186328
ENSG00000213714	0	0	0	0	0	0
ENSG00000213719	8	4	1	7	7	9.0000000243704
ENSG00000213722	14	2	8.000004469	13	9.99999924	9.000005
